symbol,name,lastsale,marketcap,ipoyear,sector,industry
AZPN,"Aspen Technology, Inc.",139.82,9640000000.0,1994.0,Technology,EDP Services
ASMB,"Assembly Biosciences, Inc.",14.0025,360030000.0,,Health Care,Major Pharmaceuticals
ASRT,"Assertio Therapeutics, Inc.",2.825,181940000.0,,Health Care,Major Pharmaceuticals
ASFI,"Asta Funding, Inc.",7.35,48550000.0,1995.0,Finance,Finance Companies
ASTE,"Astec Industries, Inc.",30.32,683130000.0,1986.0,Capital Goods,Construction/Ag Equipment/Trucks
ATRO,Astronics Corporation,28.35,925680000.0,,Capital Goods,Military/Government/Technical
ALOT,"AstroNova, Inc.",22.41,157050000.0,1983.0,Technology,Computer peripheral equipment
ASTC,Astrotech Corporation,2.33,13460000.0,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ASUR,Asure Software Inc,8.29,127710000.0,,Technology,EDP Services
ASV,"ASV Holdings, Inc.",7.0,69370000.0,2017.0,Capital Goods,Construction/Ag Equipment/Trucks
ATAI,ATA Inc.,2.4,57110000.0,2008.0,Consumer Services,Other Consumer Services
ATRA,"Atara Biotherapeutics, Inc.",12.57,586600000.0,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATNX,"Athenex, Inc.",15.395,1190000000.0,2017.0,Health Care,Major Pharmaceuticals
ATHX,"Athersys, Inc.",1.28,191710000.0,,Health Care,Major Pharmaceuticals
ATIF,ATIF Holdings Limited,3.12,121680000.0,2019.0,Consumer Services,Professional Services
AAME,Atlantic American Corporation,2.42,48750000.0,,Finance,Life Insurance
ACBI,"Atlantic Capital Bancshares, Inc.",17.53,408330000.0,,Finance,Major Banks
AUB,Atlantic Union Bankshares Corporation,36.75,3020000000.0,,Finance,Major Banks
AY,Atlantica Yield plc,23.48,2350000000.0,2014.0,Public Utilities,Electric Utilities: Central
ATLC,Atlanticus Holdings Corporation,5.455,87140000.0,1995.0,Finance,Finance: Consumer Services
AAWW,Atlas Air Worldwide Holdings,30.88,798380000.0,,Transportation,Transportation Services
AFH,"Atlas Financial Holdings, Inc.",0.3852,4600000.0,2013.0,Finance,Property-Casualty Insurers
AFHBL,"Atlas Financial Holdings, Inc.",8.55,,,Finance,Property-Casualty Insurers
TEAM,Atlassian Corporation Plc,145.01,34960000000.0,2015.0,Technology,Computer Software: Prepackaged Software
ATNI,"ATN International, Inc.",55.79,892290000.0,,Public Utilities,Telecommunications Equipment
ATOM,Atomera Incorporated,4.52,69300000.0,2016.0,Technology,Semiconductors
ATOS,Atossa Genetics Inc.,2.21,20170000.0,2012.0,Health Care,Major Pharmaceuticals
BCEL,"Atreca, Inc.",10.49,280970000.0,2019.0,Health Care,Major Pharmaceuticals
ATRC,"AtriCure, Inc.",31.48,1220000000.0,2005.0,Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation,752.29,1390000000.0,,Health Care,Medical/Dental Instruments
ATIS,Attis Industries Inc.,1.2999,5610000.0,,Basic Industries,Major Chemicals
ATISW,Attis Industries Inc.,0.18,,,Basic Industries,Major Chemicals
LIFE,"aTyr Pharma, Inc.",3.15,11120000.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUBN,"Auburn National Bancorporation, Inc.",40.47,144450000.0,,Finance,Major Banks
BOLD,"Audentes Therapeutics, Inc.",35.55,1570000000.0,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUDC,AudioCodes Ltd.,18.74,549970000.0,1999.0,Public Utilities,Telecommunications Equipment
AEYE,"AudioEye, Inc.",6.01,46010000.0,,Technology,Computer Software: Prepackaged Software
AUPH,Aurinia Pharmaceuticals Inc,5.725,525730000.0,,Health Care,Major Pharmaceuticals
EARS,Auris Medical Holding Ltd.,2.75,6150000.0,2014.0,Health Care,Major Pharmaceuticals
JG,Aurora Mobile Limited,4.9,562630000.0,2018.0,Technology,"Computer Software: Programming, Data Processing"
ADSK,"Autodesk, Inc.",152.145,33409999999.999996,,Technology,Computer Software: Prepackaged Software
AUTL,Autolus Therapeutics plc,12.64,568570000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADP,"Automatic Data Processing, Inc.",170.35,73970000000.0,,Technology,EDP Services
AUTO,"AutoWeb, Inc.",2.39,31420000.0,,Technology,"Computer Software: Programming, Data Processing"
AVDL,Avadel Pharmaceuticals plc,2.18,81440000.0,,Health Care,Major Pharmaceuticals
AVCO,Avalon GloboCare Corp.,2.01,152070000.0,,Consumer Services,Professional Services
AVDR,"Avedro, Inc",23.19,396780000.0,2019.0,Health Care,Major Pharmaceuticals
ATXI,"Avenue Therapeutics, Inc.",5.8,96040000.0,2017.0,Health Care,Major Pharmaceuticals
AVEO,"AVEO Pharmaceuticals, Inc.",0.676,108660000.0,2010.0,Health Care,Major Pharmaceuticals
AVNW,"Aviat Networks, Inc.",13.24,71200000.0,,Technology,Radio And Television Broadcasting And Communications Equipment
CDMO,"Avid Bioservices, Inc.",6.6,370510000.0,,Health Care,Major Pharmaceuticals
CDMOP,"Avid Bioservices, Inc.",27.4064,19180000.0,,Health Care,Major Pharmaceuticals
AVID,"Avid Technology, Inc.",6.77,287150000.0,1993.0,Technology,Computer Software: Prepackaged Software
AVGR,"Avinger, Inc.",1.77,11360000.0,2015.0,Health Care,Medical/Dental Instruments
CAR,"Avis Budget Group, Inc.",31.81,2410000000.0,,Consumer Services,Rental/Leasing Companies
AVT,"Avnet, Inc.",43.0,4570000000.0,,Technology,Electronic Components
AVRO,"AVROBIO, Inc.",20.12,485840000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AWRE,"Aware, Inc.",2.97,64069999.99999999,1996.0,Technology,Computer Software: Prepackaged Software
ACLS,"Axcelis Technologies, Inc.",15.23,501710000.0,2000.0,Technology,Industrial Machinery/Components
AXLA,Axcella Health Inc.,7.98,183610000.0,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AXGN,"AxoGen, Inc.",13.11,513980000.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AAXN,"Axon Enterprise, Inc.",68.59,4059999999.9999995,,Capital Goods,Ordnance And Accessories
AXNX,"Axonics Modulation Technologies, Inc.",33.0,941320000.0,2018.0,Health Care,Medical/Dental Instruments
AXGT,Axovant Gene Therapies Ltd.,6.61,150580000.0,,Health Care,Major Pharmaceuticals
AXSM,"Axsome Therapeutics, Inc.",25.54,850620000.0,2015.0,Health Care,Major Pharmaceuticals
AXTI,AXT Inc,4.03,161610000.0,1998.0,Technology,Semiconductors
AYTU,"Aytu BioScience, Inc.",1.41,23490000.0,,Health Care,Major Pharmaceuticals
AZRX,"AzurRx BioPharma, Inc.",0.97,25320000.0,2016.0,Health Care,Major Pharmaceuticals
BCOM,B Communications Ltd.,1.361,50730000.0,,Consumer Services,Telecommunications Equipment
RILY,"B. Riley Financial, Inc.",20.49,551590000.0,,Miscellaneous,Business Services
RILYG,"B. Riley Financial, Inc.",25.29,,,Miscellaneous,Business Services
RILYH,"B. Riley Financial, Inc.",26.4773,,,Miscellaneous,Business Services
RILYI,"B. Riley Financial, Inc.",26.35,,,Miscellaneous,Business Services
RILYL,"B. Riley Financial, Inc.",25.5388,,,Miscellaneous,Business Services
RILYO,"B. Riley Financial, Inc.",25.92,,,Miscellaneous,Business Services
RILYZ,"B. Riley Financial, Inc.",25.65,,,Miscellaneous,Business Services
BOSC,B.O.S. Better Online Solutions,2.95,11380000.0,,Technology,Computer Communications Equipment
BIDU,"Baidu, Inc.",99.8,34930000000.0,2005.0,Technology,"Computer Software: Programming, Data Processing"
BCPC,Balchem Corporation,89.98,2910000000.0,,Basic Industries,Major Chemicals
BLDP,"Ballard Power Systems, Inc.",4.61,1070000000.0000001,,Energy,Industrial Machinery/Components
BANF,BancFirst Corporation,55.75,1820000000.0,1993.0,Finance,Major Banks
BANFP,BancFirst Corporation,27.65,27650000.0,,Finance,Major Banks
BCTF,"Bancorp 34, Inc.",15.62,52420000.0,,Finance,Savings Institutions
BAND,Bandwidth Inc.,80.85,1890000000.0,2017.0,Technology,Computer Software: Prepackaged Software
BFC,Bank First Corporation,56.17,399470000.0,,Finance,Major Banks
BOCH,Bank of Commerce Holdings (CA),10.31,187790000.0,,Finance,Major Banks
BMRC,Bank of Marin Bancorp,41.67,569180000.0,,Finance,Major Banks
BMLP,Bank Of Montreal,47.2495,47250000.0,,Finance,Commercial Banks
BKSC,Bank of South Carolina Corp.,18.85,104150000.0,,Finance,Major Banks
BOTJ,"Bank of the James Financial Group, Inc.",15.24,66730000.00000001,,Finance,Major Banks
OZK,Bank OZK,27.63,3560000000.0,,Finance,Major Banks
BSVN,Bank7 Corp.,17.46,177870000.0,2018.0,Finance,Major Banks
BFIN,BankFinancial Corporation,12.18,187250000.0,,Finance,Savings Institutions
BWFG,"Bankwell Financial Group, Inc.",26.01,203950000.0,2014.0,Finance,Major Banks
BANR,Banner Corporation,55.15,1910000000.0,,Finance,Major Banks
BZUN,Baozun Inc.,43.54,2610000000.0,2015.0,Consumer Services,Catalog/Specialty Distribution
DFVL,Barclays PLC,73.705,5250000.0,,,
DFVS,Barclays PLC,24.6539,3360000.0,,,
DLBS,Barclays PLC,8.9788,6430000.0,,,
DTUL,Barclays PLC,65.4107,5420000.0,,,
DTUS,Barclays PLC,31.46,4040000.0,,,
DTYL,Barclays PLC,86.905,5540000.0,,,
DTYS,Barclays PLC,10.051,21790000.0,,,
FLAT,Barclays PLC,69.1954,4740000.0,,,
STPP,Barclays PLC,26.55,3900000.0,,,
TAPR,Barclays PLC,13.07,7930000.0,,,
BBSI,"Barrett Business Services, Inc.",89.63,664140000.0,1993.0,Technology,Professional Services
GOLD,Barrick Gold Corporation,18.19,31880000000.0,,Basic Industries,Precious Metals
BSET,"Bassett Furniture Industries, Incorporated",12.89,134180000.0,,Consumer Durables,Home Furnishings
GLG,"Bat Group, Inc.",0.3488,3020000.0,2013.0,Finance,Major Banks
ZTEST,BATS BZX Exchange,10.1,,,,
BCML,BayCom Corp,21.84,263220000.00000003,2018.0,Finance,Major Banks
BCBP,"BCB Bancorp, Inc. (NJ)",12.25,201650000.0,2005.0,Finance,Savings Institutions
BECN,"Beacon Roofing Supply, Inc.",28.77,1970000000.0,2004.0,Consumer Services,RETAIL: Building Materials
BBGI,"Beasley Broadcast Group, Inc.",3.36,93630000.0,2000.0,Consumer Services,Broadcasting
BBBY,Bed Bath & Beyond Inc.,9.01,1150000000.0,1992.0,Consumer Services,Home Furnishings
BGNE,"BeiGene, Ltd.",133.38,8020000000.0,2016.0,Health Care,Major Pharmaceuticals
BELFA,Bel Fuse Inc.,10.57,129479999.99999999,,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,11.6,142100000.0,,Capital Goods,Electrical Products
BLPH,"Bellerophon Therapeutics, Inc.",0.65,44790000.0,2015.0,Health Care,Major Pharmaceuticals
BLCM,"Bellicum Pharmaceuticals, Inc.",1.18,54580000.0,2014.0,Health Care,Major Pharmaceuticals
BNFT,"Benefitfocus, Inc.",26.04,847090000.0,2013.0,Technology,Computer Software: Prepackaged Software
BNTC,Benitec Biopharma Limited,0.78,10020000.0,2015.0,Health Care,Major Pharmaceuticals
BNTCW,Benitec Biopharma Limited,0.022,,2015.0,Health Care,Major Pharmaceuticals
BRY,Berry Petroleum Corporation,8.5,695970000.0,2018.0,Energy,Oil & Gas Production
XAIR,"Beyond Air, Inc.",4.886,51890000.0,,Health Care,Medical/Dental Instruments
BYND,"Beyond Meat, Inc.",162.59,9780000000.0,2019.0,Consumer Non-Durables,Packaged Foods
BYSI,"BeyondSpring, Inc.",17.05,407590000.0,2017.0,Health Care,Major Pharmaceuticals
BGCP,"BGC Partners, Inc.",5.195,1790000000.0,,Finance,Investment Bankers/Brokers/Service
BCYC,Bicycle Therapeutics plc,7.35,130070000.0,2019.0,Health Care,Major Pharmaceuticals
BGFV,Big 5 Sporting Goods Corporation,1.99,43150000.0,2002.0,Consumer Services,Other Specialty Stores
BRPA,Big Rock Partners Acquisition Corp.,10.385,93830000.0,2017.0,Finance,Business Services
BRPAR,Big Rock Partners Acquisition Corp.,0.19,,2017.0,Finance,Business Services
BRPAU,Big Rock Partners Acquisition Corp.,10.65,,2017.0,Finance,Business Services
BRPAW,Big Rock Partners Acquisition Corp.,0.1401,,2017.0,Finance,Business Services
BILI,Bilibili Inc.,14.17,4620000000.0,2018.0,Technology,EDP Services
BASI,"Bioanalytical Systems, Inc.",2.04,20990000.0,1997.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BCDA,"BioCardia, Inc.",4.76,23070000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCDAW,"BioCardia, Inc.",0.8,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BIOC,"Biocept, Inc.",1.03,19430000.0,2014.0,Health Care,Medical Specialities
BCRX,"BioCryst Pharmaceuticals, Inc.",2.94,324320000.0,1994.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDSI,"BioDelivery Sciences International, Inc.",4.05,362530000.0,,Health Care,Major Pharmaceuticals
BFRA,Biofrontera AG,14.4776,323090000.0,2018.0,Health Care,Major Pharmaceuticals
BIIB,Biogen Inc.,238.19,43930000000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BHTG,"BioHiTech Global, Inc.",2.18,32500000.0,,Consumer Services,Other Consumer Services
BKYI,"BIO-key International, Inc.",1.16,16329999.999999998,,Technology,Computer Communications Equipment
BIOL,"Biolase, Inc.",1.56,33220000.0,,Health Care,Medical/Dental Instruments
BLFS,"BioLife Solutions, Inc.",18.56,369330000.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLRX,BioLineRx Ltd.,3.1443,30990000.0,,Health Care,Major Pharmaceuticals
BMRN,BioMarin Pharmaceutical Inc.,76.9,13800000000.0,1999.0,Health Care,Major Pharmaceuticals
BMRA,"Biomerica, Inc.",3.3801,32680000.0,,Health Care,Medical/Dental Instruments
BNGO,"Bionano Genomics, Inc.",2.105,22830000.0,2018.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNGOW,"Bionano Genomics, Inc.",0.8592,,2018.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BVXV,BiondVax Pharmaceuticals Ltd.,5.91,38620000.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW,BiondVax Pharmaceuticals Ltd.,1.09,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BPTH,"Bio-Path Holdings, Inc.",12.37,35020000.0,,Health Care,Major Pharmaceuticals
BSGM,"BioSig Technologies, Inc.",6.83,148580000.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BSTC,BioSpecifics Technologies Corp,58.38,425410000.0,,Health Care,Major Pharmaceuticals
TECH,Bio-Techne Corp,195.67,7410000000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,"BioTelemetry, Inc.",42.73,1450000000.0,2008.0,Health Care,Medical Specialities
BTAI,"BioXcel Therapeutics, Inc.",8.88,139110000.0,2018.0,Health Care,Major Pharmaceuticals
BJRI,"BJ&#39;s Restaurants, Inc.",38.43,786320000.0,,Consumer Services,Restaurants
BRAC,Black Ridge Acquisition Corp.,5.9099,104580000.0,2017.0,Consumer Services,Services-Misc. Amusement & Recreation
BRACR,Black Ridge Acquisition Corp.,0.35,,2017.0,Consumer Services,Services-Misc. Amusement & Recreation
BRACU,Black Ridge Acquisition Corp.,8.5,,2017.0,Consumer Services,Services-Misc. Amusement & Recreation
BRACW,Black Ridge Acquisition Corp.,0.3,,2017.0,Consumer Services,Services-Misc. Amusement & Recreation
BLKB,"Blackbaud, Inc.",93.08,4580000000.0,2004.0,Technology,Computer Software: Prepackaged Software
BL,"BlackLine, Inc.",53.38,2940000000.0,2016.0,Technology,Computer Software: Prepackaged Software
BKCC,BlackRock Capital Investment Corporation,5.54,381350000.0,2007.0,,
TCPC,BlackRock TCP Capital Corp.,13.8,810970000.0,2012.0,,
BLNK,Blink Charging Co.,2.76,72410000.0,,Consumer Durables,Electrical Products
BLNKW,Blink Charging Co.,0.4962,,,Consumer Durables,Electrical Products
BLMN,"Bloomin&#39; Brands, Inc.",16.91,1470000000.0,2012.0,Consumer Services,Restaurants
BCOR,"Blucora, Inc.",23.67,1150000000.0,,Finance,Finance: Consumer Services
BLBD,Blue Bird Corporation,19.88,524580000.00000006,2014.0,Capital Goods,Construction/Ag Equipment/Trucks
BHAT,Blue Hat Interactive Entertainment Technology,3.75,131250000.0,2019.0,Consumer Non-Durables,Recreational Products/Toys
BLUE,"bluebird bio, Inc.",124.185,6860000000.0,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,"Blueknight Energy Partners L.P., L.L.C.",1.27,51710000.0,2011.0,Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",5.48,165270000.0,,Energy,Natural Gas Distribution
BPMC,Blueprint Medicines Corporation,93.0,4570000000.0,2015.0,Health Care,Major Pharmaceuticals
ITEQ,BlueStar Israel Technology ETF,41.84,,,,
BMCH,"BMC Stock Holdings, Inc.",25.0,1660000000.0,2013.0,Consumer Services,RETAIL: Building Materials
WIFI,"Boingo Wireless, Inc.",12.83,565940000.0,2011.0,Consumer Services,Telecommunications Equipment
BOKF,BOK Financial Corporation,80.43,5750000000.0,,Finance,Major Banks
BOKFL,BOK Financial Corporation,25.67,,,Finance,Major Banks
BNSO,"Bonso Electronics International, Inc.",2.6,12250000.0,,Capital Goods,Industrial Machinery/Components
BKNG,Booking Holdings Inc.,1942.29,84080000000.0,,Miscellaneous,Business Services
BRQS,"Borqs Technologies, Inc. ",2.13,66680000.00000001,2015.0,Technology,EDP Services
BOMN,Boston Omaha Corporation,20.32,455470000.0,,Finance,Real Estate
BPFH,"Boston Private Financial Holdings, Inc.",10.355,868810000.0,,Finance,Major Banks
EPAY,"Bottomline Technologies, Inc.",43.09,1880000000.0,1999.0,Technology,Computer Software: Prepackaged Software
BOXL,Boxlight Corporation,2.6,27530000.0,2017.0,Miscellaneous,Industrial Machinery/Components
BWMC,Boxwood Merger Corp.,9.89,249720000.0,2019.0,Finance,Business Services
BWMCU,Boxwood Merger Corp.,10.28,,2018.0,Finance,Business Services
BWMCW,Boxwood Merger Corp.,0.55,,2019.0,Finance,Business Services
BCLI,Brainstorm Cell Therapeutics Inc.,3.95,89050000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BWAY,Brainsway Ltd.,9.32,103620000.0,2019.0,Health Care,Medical/Dental Instruments
BDGE,"Bridge Bancorp, Inc.",27.56,546630000.0,,Finance,Major Banks
BBIO,"BridgeBio Pharma, Inc.",29.77,3680000000.0,2019.0,Health Care,Major Pharmaceuticals
BLIN          ,"Bridgeline Digital, Inc.",2.02,1920000.0,,Technology,Computer Software: Prepackaged Software
BWB,"Bridgewater Bancshares, Inc.",11.45,331900000.0,2018.0,Finance,Major Banks
BRID,Bridgford Foods Corporation,35.5,322230000.0,,Consumer Non-Durables,Specialty Foods
BCOV,Brightcove Inc.,12.24,468530000.0,2012.0,Technology,EDP Services
BHF,"Brighthouse Financial, Inc.",35.94,4050000000.0,,Finance,Life Insurance
BHFAL,"Brighthouse Financial, Inc.",26.8,,,Finance,Life Insurance
BHFAP,"Brighthouse Financial, Inc.",26.98,,,Finance,Life Insurance
AVGO,Broadcom Inc.,270.88,107830000000.0,2009.0,Technology,Semiconductors
BVSN,"BroadVision, Inc.",1.4,7080000.0,1996.0,Technology,Computer Software: Prepackaged Software
BYFC,Broadway Financial Corporation,1.96,54640000.0,,Finance,Savings Institutions
BWEN,"Broadwind Energy, Inc.",1.895,30630000.0,,Capital Goods,Metal Fabrications
BPY,Brookfield Property Partners L.P.,19.57,8510000000.0,,Finance,Real Estate
BPYPP,Brookfield Property Partners L.P.,25.55,163520000.0,,Finance,Real Estate
BPR,Brookfield Property REIT Inc.,19.55,1840000000.0,,Consumer Services,Real Estate Investment Trusts
BPRAP,Brookfield Property REIT Inc.,25.601,256010000.0,,Consumer Services,Real Estate Investment Trusts
BRKL,"Brookline Bancorp, Inc.",14.02,1120000000.0,,Finance,Savings Institutions
BRKS,"Brooks Automation, Inc.",32.38,2340000000.0,1995.0,Technology,Industrial Machinery/Components
DOOO,BRP Inc.,32.47,1270000000.0,,Capital Goods,Industrial Specialties
BRKR,Bruker Corporation,41.95,6580000000.0,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BMTC,Bryn Mawr Bank Corporation,35.34,712000000.0,,Finance,Major Banks
BSQR,BSQUARE Corporation,1.28,16430000.0,1999.0,Miscellaneous,Business Services
BLDR,"Builders FirstSource, Inc.",20.12,2320000000.0,2005.0,Consumer Services,RETAIL: Building Materials
BFST,"Business First Bancshares, Inc.",23.64,315870000.0,,Finance,Major Banks
CFFI,C&F Financial Corporation,54.13,185790000.0,,Finance,Major Banks
CHRW,"C.H. Robinson Worldwide, Inc.",86.07,11750000000.0,1997.0,Transportation,Oil Refining/Marketing
CCMP,Cabot Microelectronics Corporation,116.12,3370000000.0,2000.0,Technology,Semiconductors
