symbol,symbol,name,lastsale,marketcap,ipoyear,sector,industry
LAND,LAND,Gladstone Land Corporation,11.7,216830000.0,1993.0,Consumer Services,Real Estate Investment Trusts
LARK,LARK,Landmark Bancorp Inc.,22.38,97850000.0,,Finance,Major Banks
LASR,LASR,"nLIGHT, Inc.",14.78,546930000.0,2018.0,Technology,Semiconductors
LAUR,LAUR,"Laureate Education, Inc.",16.97,3810000000.0,2017.0,Consumer Services,Other Consumer Services
LAWS,LAWS,"Lawson Products, Inc.",40.25,361820000.0,,Consumer Durables,Industrial Specialties
LAZ,LAZ,Lazard Ltd.,34.46,3680000000.0,2005.0,Finance,Investment Managers
LAZY,LAZY,"Lazydays Holdings, Inc.",5.02,42530000.0,,Consumer Durables,Automotive Aftermarket
LB,LB,"L Brands, Inc.",23.68,6540000000.0,,Consumer Services,Clothing/Shoe/Accessory Stores
LBAI,LBAI,"Lakeland Bancorp, Inc.",15.33,773260000.0,,Finance,Major Banks
LBC,LBC,Luther Burbank Corporation,10.55,590620000.0,2003.0,Finance,Major Banks
LBRDA,LBRDA,Liberty Broadband Corporation,98.35,17850000000.0,,Consumer Services,Television Services
LBRT,LBRT,Liberty Oilfield Services Inc.,12.09,1360000000.0,2018.0,Energy,Oilfield Services/Equipment
LBTYA,LBTYA,Liberty Global plc,25.82,19050000000.0,,Consumer Services,Television Services
LBY,LBY,"Libbey, Inc.",1.73,38660000.0,1993.0,Capital Goods,Industrial Machinery/Components
LC,LC,LendingClub Corporation,15.5,1340000000.0,2014.0,Miscellaneous,Business Services
LCA,LCA,"Landcadia Holdings II, Inc.",9.74,308030000.0,2019.0,Finance,Business Services
LCI,LCI,Lannett Co Inc,6.72,264250000.0,,Health Care,Major Pharmaceuticals
LCII,LCII,LCI Industries ,92.58,2320000000.0,,Capital Goods,Auto Parts:O.E.M.
LCNB,LCNB,LCNB Corporation,17.075,221610000.0,,Finance,Major Banks
LCUT,LCUT,"Lifetime Brands, Inc.",7.92,165700000.0,1991.0,Capital Goods,Industrial Machinery/Components
LDL,LDL,"Lydall, Inc.",21.29,373310000.0,,Capital Goods,Auto Parts:O.E.M.
LDOS,LDOS,"Leidos Holdings, Inc.",83.9,12070000000.0,,Technology,EDP Services
LDP,LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",24.91,718530000.0,2012.0,,
LDRI,LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,25.25,10100000.0,,,
LDSF,LDSF,First Trust Low Duration Strategic Focus ETF,20.5165,47190000.0,,,
LE,LE,"Lands&#39; End, Inc.",9.98,323020000.0,,Consumer Services,Clothing/Shoe/Accessory Stores
LEA,LEA,Lear Corporation,117.18,7150000000.0,,Capital Goods,Auto Parts:O.E.M.
LEAF,LEAF,Leaf Group Ltd.,4.85,126440000.0,,Technology,EDP Services
LECO,LECO,"Lincoln Electric Holdings, Inc.",84.92,5250000000.0,,Technology,Industrial Machinery/Components
LEDS,LEDS,SemiLEDS Corporation,2.24,8039999.999999999,2010.0,Technology,Semiconductors
LEE,LEE,"Lee Enterprises, Incorporated",2.06,118910000.0,,Consumer Services,Newspapers/Magazines
LEG,LEG,"Leggett & Platt, Incorporated",39.53,5190000000.0,,Consumer Durables,Home Furnishings
LEGH,LEGH,Legacy Housing Corporation,12.88,318430000.0,2018.0,Basic Industries,Homebuilding
LEGR,LEGR,First Trust Indxx Innovative Transaction & Process ETF,29.52,41330000.0,,,
LEJU,LEJU,Leju Holdings Limited,1.12,152060000.0,2014.0,Finance,Real Estate
LEN,LEN,Lennar Corporation,50.86,16379999999.999998,,Basic Industries,Homebuilding
LEO,LEO,"BNY Mellon Strategic Municipals, Inc.",8.6,534880000.0,1987.0,,
LEU,LEU,Centrus Energy Corp.,3.04,28750000.0,2014.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LEVI,LEVI,Levi Strauss & Co,17.61,6910000000.0,2019.0,Consumer Non-Durables,Apparel
LEVL,LEVL,"Level One Bancorp, Inc.",23.415,180960000.0,2018.0,Finance,Major Banks
LFAC,LFAC,LF Capital Acquistion Corp.,10.21,198140000.0,2018.0,Finance,Business Services
LFC,LFC,China Life Insurance Company Limited,11.75,66420000000.0,2003.0,Finance,Life Insurance
LFUS,LFUS,"Littelfuse, Inc.",158.81,3900000000.0,,Consumer Durables,Electrical Products
LFVN,LFVN,Lifevantage Corporation,10.88,156020000.0,,Health Care,Major Pharmaceuticals
LGC,LGC,Legacy Acquisition Corp.,10.15,380630000.0,2017.0,Finance,Business Services
LGF.A,LGF.A,Lions Gate Entertainment Corporation,,,,,
LGI,LGI,Lazard Global Total Return and Income Fund,16.05,154160000.0,2004.0,,
LGIH,LGIH,"LGI Homes, Inc.",76.01,1740000000.0,2013.0,Capital Goods,Homebuilding
LGL,LGL,"LGL Group, Inc. (The)",9.31,45370000.0,,Capital Goods,Industrial Machinery/Components
LGND,LGND,Ligand Pharmaceuticals Incorporated,93.93,1840000000.0,,Health Care,Major Pharmaceuticals
LH,LH,Laboratory Corporation of America Holdings,164.44,16200000000.0,,Health Care,Medical Specialities
LHC,LHC,Leo Holdings Corp.,10.18,254500000.0,2018.0,Consumer Services,Movies/Entertainment
LHCG,LHCG,LHC Group,122.16,3850000000.0,2005.0,Health Care,Medical/Nursing Services
LHX,LHX,"L3Harris Technologies, Inc.",214.45,47480000000.0,,Capital Goods,Industrial Machinery/Components
LIFE,LIFE,"aTyr Pharma, Inc.",3.15,11120000.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LII,LII,"Lennox International, Inc.",258.84,10020000000.0,1999.0,Capital Goods,Industrial Machinery/Components
LILA,LILA,Liberty Latin America Ltd.,17.01,827490000.0,,Consumer Services,Television Services
LIN,LIN,Linde plc,192.61,104540000000.0,2018.0,Basic Industries,Major Chemicals
LINC,LINC,Lincoln Educational Services Corporation,1.79,45170000.0,2005.0,Consumer Services,Other Consumer Services
LIND,LIND,Lindblad Expeditions Holdings Inc. ,18.985,942180000.0,2013.0,Consumer Services,Transportation Services
LINX,LINX,Linx S.A.,8.53,1550000000.0,2019.0,Technology,Computer Software: Prepackaged Software
LIQT,LIQT,"LiqTech International, Inc.",8.03,164770000.0,,Technology,Industrial Machinery/Components
LITB,LITB,"LightInTheBox Holding Co., Ltd.",1.44,96810000.0,2013.0,Consumer Services,Catalog/Specialty Distribution
LITE,LITE,Lumentum Holdings Inc.,60.67,4640000000.0,,Capital Goods,Telecommunications Equipment
LIVE,LIVE,Live Ventures Incorporated,6.47,12840000.0,,Finance,Finance/Investors Services
LIVN,LIVN,LivaNova PLC,81.56,3950000000.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIVX,LIVX,"LiveXLive Media, Inc.",2.95,155170000.0,,Consumer Services,Restaurants
LJPC,LJPC,La Jolla Pharmaceutical Company,8.9,241450000.0,1994.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LK,LK,Luckin Coffee Inc.,24.09,5670000000.0,2019.0,Consumer Services,Restaurants
LKCO,LKCO,Luokung Technology Corp,9.365,1880000000.0,,Technology,EDP Services
LKFN,LKFN,Lakeland Financial Corporation,43.24,1100000000.0,,Finance,Major Banks
LKOR,LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,56.745,19860000.0,,,
LKQ,LKQ,LKQ Corporation,25.94,7990000000.0,,Consumer Services,Motor Vehicles
LKSD,LKSD,"LSC Communications, Inc.",0.8589,28780000.0,2016.0,Miscellaneous,Publishing
LL,LL,"Lumber Liquidators Holdings, Inc",8.1,232350000.0,2007.0,Consumer Services,RETAIL: Building Materials
LLEX,LLEX,"Lilis Energy, Inc.",0.3198,29330000.0,,Energy,Oil & Gas Production
LLIT,LLIT,Lianluo Smart Limited,1.0,17810000.0,,Health Care,Medical/Dental Instruments
LLNW,LLNW,"Limelight Networks, Inc.",2.53,293990000.0,2007.0,Miscellaneous,Business Services
LLY,LLY,Eli Lilly and Company,113.97,110030000000.0,,Health Care,Major Pharmaceuticals
LM,LM,"Legg Mason, Inc.",38.56,3340000000.0,,Finance,Investment Managers
LMAT,LMAT,"LeMaitre Vascular, Inc.",32.63,641870000.0,2006.0,Health Care,Medical/Dental Instruments
LMB,LMB,"Limbach Holdings, Inc.",7.88,60230000.0,,Basic Industries,Engineering & Construction
LMBS,LMBS,First Trust Low Duration Opportunities ETF,51.92,3240000000.0,,,
LMFA,LMFA,"LM Funding America, Inc.",1.0166,3150000.0,2015.0,Finance,Finance: Consumer Services
LMNR,LMNR,Limoneira Co,18.85,335020000.0,,Consumer Non-Durables,Farming/Seeds/Milling
LMNX,LMNX,Luminex Corporation,21.19,954550000.0,2000.0,Health Care,Medical/Dental Instruments
LMRK,LMRK,Landmark Infrastructure Partners LP,16.18,409980000.0,2014.0,Consumer Services,Real Estate
LMST,LMST,"Limestone Bancorp, Inc.",15.2,113550000.0,,Finance,Major Banks
LMT,LMT,Lockheed Martin Corporation,377.17,106510000000.0,,Capital Goods,Military/Government/Technical
LN,LN,LINE Corporation,32.78,7840000000.0,2016.0,Technology,"Computer Software: Programming, Data Processing"
LNC,LNC,Lincoln National Corporation,57.21,11450000000.0,,Finance,Life Insurance
LND,LND,Brasilagro Cia Brasileira De Propriedades Agricolas,4.24,228120000.0,,Consumer Non-Durables,Farming/Seeds/Milling
LNDC,LNDC,Landec Corporation,11.4,332270000.0,1996.0,Consumer Non-Durables,Packaged Foods
LNG,LNG,"Cheniere Energy, Inc.",62.81,16170000000.000002,,Public Utilities,Oil/Gas Transmission
LNGR,LNGR,Global X Longevity Thematic ETF,21.55,21550000.0,,,
LNN,LNN,Lindsay Corporation,91.35,985330000.0,,Capital Goods,Industrial Machinery/Components
LNT,LNT,Alliant Energy Corporation,51.32,12190000000.0,,Public Utilities,Power Generation
LNTH,LNTH,"Lantheus Holdings, Inc.",23.49,917980000.0,2015.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LOAC,LOAC,Longevity Acquisition Corporation,10.1693,53590000.0,2018.0,Finance,Business Services
LOAN,LOAN,"Manhattan Bridge Capital, Inc",6.29,60750000.0,,Consumer Services,Real Estate Investment Trusts
LOB,LOB,"Live Oak Bancshares, Inc.",18.58,746610000.0,2015.0,Finance,Major Banks
LOCO,LOCO,"El Pollo Loco Holdings, Inc.",11.1,408900000.0,2014.0,Consumer Services,Restaurants
LODE,LODE,"Comstock Mining, Inc.",0.1451,12410000.0,,Basic Industries,Precious Metals
LOGC,LOGC,"LogicBio Therapeutics, Inc.",10.5,236190000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LOGI,LOGI,Logitech International S.A.,39.6,6590000000.0,1997.0,Technology,Computer peripheral equipment
LOGM,LOGM,"LogMein, Inc.",72.46,3580000000.0,2009.0,Technology,Computer Software: Prepackaged Software
LOMA,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,11.63,1390000000.0,2017.0,Capital Goods,Building Materials
LONE,LONE,Lonestar Resources US Inc.,2.93,73340000.0,,Energy,Oil & Gas Production
LOOP,LOOP,"Loop Industries, Inc.",13.25,516919999.99999994,,Basic Industries,Major Chemicals
LOPE,LOPE,"Grand Canyon Education, Inc.",124.78,6020000000.0,2008.0,Consumer Services,Other Consumer Services
LOR,LOR,"Lazard World Dividend & Income Fund, Inc.",9.63,66260000.00000001,2005.0,,
LORL,LORL,"Loral Space and Communications, Inc.",38.7,1200000000.0,,Technology,Radio And Television Broadcasting And Communications Equipment
LOV,LOV,"Spark Networks, Inc.",8.89,115460000.0,2017.0,Consumer Services,Other Consumer Services
LOVE,LOVE,The Lovesac Company,18.57,269830000.0,2018.0,Consumer Services,Other Specialty Stores
LOW,LOW,"Lowe&#39;s Companies, Inc.",100.47,78660000000.0,,Consumer Services,RETAIL: Building Materials
LPCN,LPCN,Lipocine Inc.,1.9,46690000.0,,Health Care,Major Pharmaceuticals
LPG,LPG,Dorian LPG Ltd.,9.26,510850000.0,2014.0,Transportation,Marine Transportation
LPI,LPI,"Laredo Petroleum, Inc.",2.69,638790000.0,2011.0,Energy,Oil & Gas Production
LPL,LPL,"LG Display Co., Ltd.",5.36,3840000000.0,2004.0,Capital Goods,Industrial Machinery/Components
LPLA,LPLA,LPL Financial Holdings Inc.,76.33,6280000000.0,2010.0,Finance,Investment Bankers/Brokers/Service
LPSN,LPSN,"LivePerson, Inc.",38.32,2510000000.0,2000.0,Technology,Computer Software: Prepackaged Software
LPT,LPT,Liberty Property Trust,52.28,7760000000.0,,Consumer Services,Real Estate Investment Trusts
LPTH,LPTH,"LightPath Technologies, Inc.",0.7407,19120000.0,1996.0,Technology,Semiconductors
LPTX,LPTX,"LEAP THERAPEUTICS, INC.",1.58,36430000.0,,Health Care,Major Pharmaceuticals
LPX,LPX,Louisiana-Pacific Corporation,22.97,2840000000.0,,Basic Industries,Forest Products
LQDA,LQDA,"Liquidia Technologies, Inc.",7.335,136740000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LQDT,LQDT,"Liquidity Services, Inc.",6.88,231520000.0,2006.0,Miscellaneous,Business Services
LRAD,LRAD,LRAD Corporation,4.12,134200000.0,,Consumer Non-Durables,Consumer Electronics/Appliances
LRCX,LRCX,Lam Research Corporation,201.39,29090000000.0,1984.0,Technology,Industrial Machinery/Components
LRGE,LRGE,ClearBridge Large Cap Growth ESG ETF,34.9332,5240000.0,,,
LRN,LRN,K12 Inc,28.71,1150000000.0,,Consumer Services,Other Consumer Services
LSBK,LSBK,"Lake Shore Bancorp, Inc.",14.98,89250000.0,,Finance,Savings Institutions
LSCC,LSCC,Lattice Semiconductor Corporation,19.36,2570000000.0,,Technology,Semiconductors
LSI,LSI,"Life Storage, Inc.",103.37,4820000000.0,,Consumer Services,Real Estate Investment Trusts
LSTR,LSTR,"Landstar System, Inc.",111.13,4400000000.0,1993.0,Transportation,Trucking Freight/Courier Services
LTBR,LTBR,Lightbridge Corporation,0.71,25900000.0,,Consumer Services,Professional Services
LTC,LTC,"LTC Properties, Inc.",47.05,1870000000.0,,Consumer Services,Real Estate Investment Trusts
LTHM,LTHM,Livent Corporation,7.57,1110000000.0,2018.0,Basic Industries,Major Chemicals
LTM,LTM,LATAM Airlines Group S.A.,9.31,5650000000.0,,Transportation,Air Freight/Delivery Services
LTRPA,LTRPA,"Liberty TripAdvisor Holdings, Inc.",11.03,828090000.0,,Technology,EDP Services
LTRX,LTRX,"Lantronix, Inc.",3.55,79740000.0,2000.0,Technology,Computer Communications Equipment
LTS,LTS,Ladenburg Thalmann Financial Services Inc,2.61,388100000.0,,Finance,Investment Bankers/Brokers/Service
LTSF,LTSF,Ladenburg Thalmann Financial Services Inc.,25.159,,2018.0,Finance,Investment Bankers/Brokers/Service
LTXB,LTXB,"LegacyTexas Financial Group, Inc.",41.02,2000000000.0,,Finance,Savings Institutions
LUB,LUB,"Luby&#39;s, Inc.",1.15,35050000.0,,Consumer Services,Restaurants
LULU,LULU,lululemon athletica inc.,186.41,24280000000.0,2007.0,Consumer Non-Durables,Apparel
LUNA,LUNA,Luna Innovations Incorporated,5.6317,158510000.0,2006.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LUV,LUV,Southwest Airlines Company,50.49,27140000000.0,,Transportation,Air Freight/Delivery Services
LVGO,LVGO,"Livongo Health, Inc.",33.25,3020000000.0,2019.0,Health Care,Hospital/Nursing Management
LVHD,LVHD,Legg Mason Low Volatility High Dividend ETF,32.22,634790000.0,,,
LVS,LVS,Las Vegas Sands Corp.,55.33,42590000000.0,2004.0,Consumer Services,Hotels/Resorts
LW,LW,"Lamb Weston Holdings, Inc.",66.84,9760000000.0,2016.0,Consumer Non-Durables,Packaged Foods
LWAY,LWAY,"Lifeway Foods, Inc.",3.19,50390000.0,,Consumer Non-Durables,Packaged Foods
LX,LX,LexinFintech Holdings Ltd.,10.66,1870000000.0,2017.0,Finance,Finance: Consumer Services
LXFR,LXFR,Luxfer Holdings PLC,16.68,435780000.0,2012.0,Basic Industries,Major Chemicals
LXP,LXP,Lexington Realty Trust,10.24,2410000000.0,,,
LXRX,LXRX,"Lexicon Pharmaceuticals, Inc.",1.295,137620000.0,,Health Care,Major Pharmaceuticals
LXU,LXU,Lsb Industries Inc.,5.0,143920000.0,,Basic Industries,Major Chemicals
LYB,LYB,LyondellBasell Industries NV,77.13,25860000000.0,,Basic Industries,Major Chemicals
LYFT,LYFT,"Lyft, Inc.",62.1,18050000000.0,2019.0,Miscellaneous,Business Services
LYG,LYG,Lloyds Banking Group Plc,2.43,42800000000.0,,Finance,Commercial Banks
LYL,LYL,Dragon Victory International Limited,0.93,10620000.0,2017.0,Finance,Finance/Investors Services
LYTS,LYTS,LSI Industries Inc.,4.18,108420000.0,1985.0,Consumer Durables,Building Products
LYV,LYV,"Live Nation Entertainment, Inc.",72.3,15410000000.0,,Consumer Services,Services-Misc. Amusement & Recreation
LZB,LZB,La-Z-Boy Incorporated,32.12,1510000000.0,,Consumer Durables,Home Furnishings
M,M,Macy&#39;s Inc,20.32,6280000000.0,,Consumer Services,Department/Specialty Retail Stores
MA,MA,Mastercard Incorporated,278.04,282090000000.0,2006.0,Miscellaneous,Business Services
MAA,MAA,"Mid-America Apartment Communities, Inc.",123.08,14040000000.0,1994.0,Consumer Services,Real Estate Investment Trusts
MAC,MAC,Macerich Company (The),30.98,4380000000.0,1994.0,Consumer Services,Real Estate Investment Trusts
MACK,MACK,"Merrimack Pharmaceuticals, Inc.",6.7,89440000.0,2012.0,Health Care,Major Pharmaceuticals
MAG,MAG,MAG Silver Corporation,12.21,1050000000.0,,Basic Industries,Precious Metals
MAGS,MAGS,Magal Security Systems Ltd.,4.67,108130000.0,1993.0,Capital Goods,Telecommunications Equipment
MAIN,MAIN,Main Street Capital Corporation,42.69,2680000000.0,2007.0,,
MAMS,MAMS,"MAM Software Group, Inc.",10.9,137500000.0,,Technology,Computer Software: Prepackaged Software
MAN,MAN,ManpowerGroup,89.7,5370000000.0,,Technology,Professional Services
MANH,MANH,"Manhattan Associates, Inc.",85.46,5500000000.0,1998.0,Technology,Computer Software: Prepackaged Software
MANT,MANT,ManTech International Corporation,70.44,3780000000.0,2002.0,Consumer Services,Other Consumer Services
MANU,MANU,Manchester United Ltd.,17.78,2930000000.0,2012.0,Consumer Services,Services-Misc. Amusement & Recreation
MAR,MAR,Marriott International,130.29,43390000000.0,,Consumer Services,Hotels/Resorts
MARA,MARA,"Marathon Patent Group, Inc.",2.11,13470000.0,,Miscellaneous,Multi-Sector Companies
MARK,MARK,"Remark Holdings, Inc.",0.8314,35750000.0,,Consumer Services,Telecommunications Equipment
MARPS,MARPS,Marine Petroleum Trust,2.27,4540000.0,,Energy,Oil & Gas Production
MAS,MAS,Masco Corporation,39.83,11530000000.0,,Basic Industries,Forest Products
MASI,MASI,Masimo Corporation,155.89,8310000000.000001,2007.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MAT,MAT,"Mattel, Inc.",13.44,4640000000.0,,Consumer Non-Durables,Recreational Products/Toys
MATW,MATW,Matthews International Corporation,32.42,1020000000.0,1994.0,Capital Goods,Metal Fabrications
MATX,MATX,"Matson, Inc.",36.04,1540000000.0,,Consumer Services,Marine Transportation
MAV,MAV,Pioneer Municipal High Income Advantage Trust,11.07,264450000.0,,,
MAXR,MAXR,Maxar Technologies Inc.,7.95,473780000.0,,Technology,Radio And Television Broadcasting And Communications Equipment
MAYS,MAYS,"J. W. Mays, Inc.",35.85,72270000.0,,Consumer Services,Building operators
MBB,MBB,iShares MBS ETF,108.06,18100000000.0,,,
MBCN,MBCN,Middlefield Banc Corp.,45.95,149000000.0,,Finance,Major Banks
MBI,MBI,"MBIA, Inc.",9.22,831460000.0,1987.0,Finance,Property-Casualty Insurers
MBII,MBII,"Marrone Bio Innovations, Inc.",1.4,155010000.0,2013.0,Basic Industries,Agricultural Chemicals
MBIN,MBIN,Merchants Bancorp,17.93,514710000.00000006,2017.0,Finance,Major Banks
MBIO,MBIO,"Mustang Bio, Inc.",3.09,124400000.0,,Health Care,Major Pharmaceuticals
MBOT,MBOT,Microbot Medical Inc. ,5.89,25370000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBRX,MBRX,"Moleculin Biotech, Inc.",1.16,52420000.0,2016.0,Health Care,Major Pharmaceuticals
MBSD,MBSD,FlexShares Disciplined Duration MBS Index Fund,23.56,32979999.999999996,,,
MBT,MBT,Mobile TeleSystems OJSC,7.88,7060000000.0,,Public Utilities,Telecommunications Equipment
MBTF,MBTF,M B T Financial Corp,10.19,234740000.0,,Finance,Major Banks
MBUU,MBUU,"Malibu Boats, Inc.",28.29,589880000.0,2014.0,Capital Goods,Marine Transportation
MBWM,MBWM,Mercantile Bank Corporation,31.76,521640000.0,1998.0,Finance,Major Banks
MC,MC,Moelis & Company,34.0,1670000000.0,2014.0,Finance,Investment Managers
MCA,MCA,"Blackrock MuniYield California Insured Fund, Inc.",14.49,498540000.0,1992.0,,
MCB,MCB,Metropolitan Bank Holding Corp.,39.77,330920000.0,2017.0,Finance,Major Banks
MCBC,MCBC,Macatawa Bank Corporation,10.04,342010000.0,,Finance,Major Banks
MCC,MCC,Medley Capital Corporation,2.77,150890000.0,2011.0,,
MCD,MCD,McDonald&#39;s Corporation,218.01,166460000000.0,,Consumer Services,Restaurants
MCEF,MCEF,First Trust Municipal CEF Income Opportunity ETF,19.485,9740000.0,,,
MCEP,MCEP,"Mid-Con Energy Partners, LP",0.42,12930000.0,2011.0,Energy,Oil & Gas Production
MCF,MCF,Contango Oil & Gas Company,1.21,48240000.0,,Energy,Oil & Gas Production
MCFT,MCFT,"MasterCraft Boat Holdings, Inc.",15.08,282360000.0,2015.0,Capital Goods,Marine Transportation
MCHI,MCHI,iShares MSCI China ETF,55.34,3800000000.0,,,
MCHP,MCHP,Microchip Technology Incorporated,90.81,21620000000.0,1993.0,Technology,Semiconductors
MCHX,MCHX,"Marchex, Inc.",3.59,152060000.0,2004.0,Miscellaneous,Business Services
MCI,MCI,Barings Corporate Investors,16.2,325950000.0,,,
MCK,MCK,McKesson Corporation,140.5,25980000000.0,,Health Care,Other Pharmaceuticals
MCN,MCN,Madison Covered Call & Equity Strategy Fund,6.49,135950000.0,2004.0,,
MCO,MCO,Moody&#39;s Corporation,214.65,40610000000.0,,Finance,Finance: Consumer Services
MCR,MCR,MFS Charter Income Trust,8.34,376700000.0,1989.0,,
MCRB,MCRB,"Seres Therapeutics, Inc.",2.63,183870000.0,2015.0,Health Care,Major Pharmaceuticals
MCRI,MCRI,"Monarch Casino & Resort, Inc.",45.55,820620000.0,1993.0,Consumer Services,Hotels/Resorts
